MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:95663	Gata3	GATA binding protein 3	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P23771 	J:164563 	
MGI:95664	Gata4	GATA binding protein 4	14		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P43694 	J:164563 	
MGI:95664	Gata4	GATA binding protein 4	14		DNA-binding transcription factor activity			IDA		J:50069 J:91550 	
MGI:95664	Gata4	GATA binding protein 4	14		DNA-binding transcription factor activity			ISO	RGD:2665 	J:155856 	
MGI:95664	Gata4	GATA binding protein 4	14	contributes_to	DNA-binding transcription factor activity			ISO	P43694 	J:164563 	
MGI:95664	Gata4	GATA binding protein 4	14		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001600628 	J:265628 	
MGI:95664	Gata4	GATA binding protein 4	14		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:108520 J:113930 J:124791 J:171727 J:196264 	
MGI:95664	Gata4	GATA binding protein 4	14		DNA-binding transcription factor activity, RNA polymerase II-specific	happens near SO:0000165		IDA		J:127378 	
MGI:95664	Gata4	GATA binding protein 4	14		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	RGD:2665 	J:155856 	
MGI:109497	Gata5	GATA binding protein 5	2		DNA-binding transcription factor activity			ISO	Q9BWX5 	J:164563 	
MGI:109497	Gata5	GATA binding protein 5	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001600628 	J:265628 	
MGI:109497	Gata5	GATA binding protein 5	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:38927 	
MGI:109497	Gata5	GATA binding protein 5	2		DNA-binding transcription factor activity, RNA polymerase II-specific	uses Nos3,happens in embryo,happens in outflow tract,happens near SO:0001952		IDA		J:175663 	
MGI:107516	Gata6	GATA binding protein 6	18		DNA-binding transcription factor activity			IDA		J:109283 J:117072 	
MGI:107516	Gata6	GATA binding protein 6	18		DNA-binding transcription factor activity	uses Wnt7b		IDA		J:77089 	
MGI:107516	Gata6	GATA binding protein 6	18		DNA-binding transcription factor activity			ISO	Q92908 	J:164563 	
MGI:107516	Gata6	GATA binding protein 6	18		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001600628 	J:265628 	
MGI:107516	Gata6	GATA binding protein 6	18		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:34197 	
MGI:107516	Gata6	GATA binding protein 6	18		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	Q92908 	J:164563 	
MGI:95667	Gbx1	gastrulation brain homeobox 1	5		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN000677856 	J:265628 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN000677856 	J:265628 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:195357 	
MGI:2141656	Gcfc2	GC-rich sequence DNA binding factor 2	6		DNA-binding transcription factor activity			IEA	IPR012890 	J:72247 	
MGI:2141656	Gcfc2	GC-rich sequence DNA binding factor 2	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P16383 	J:164563 	
MGI:108045	Gcm1	glial cells missing homolog 1	9		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q9NP62 	J:164563 	
MGI:108045	Gcm1	glial cells missing homolog 1	9		DNA-binding transcription factor activity			ISO	Q9NP62 	J:73065 	
MGI:108045	Gcm1	glial cells missing homolog 1	9		DNA-binding transcription factor activity			TAS		J:79185 	
MGI:108045	Gcm1	glial cells missing homolog 1	9		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	Q9NP62 	J:164563 J:241798 	
MGI:1861438	Gcm2	glial cells missing homolog 2	13		DNA-binding transcription activator activity, RNA polymerase II-specific			IEA	IPR039791 	J:72247 	
MGI:1861438	Gcm2	glial cells missing homolog 2	13		DNA-binding transcription factor activity			TAS		J:63291 	
MGI:1861438	Gcm2	glial cells missing homolog 2	13		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	O75603 	J:164563 	
MGI:103170	Gfi1	growth factor independent 1 transcription repressor	5		DNA-binding transcription factor activity			IBA	PTN002812688 	J:265628 	
MGI:103170	Gfi1	growth factor independent 1 transcription repressor	5		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q99684 	J:164563 	
MGI:1276578	Gfi1b	growth factor independent 1B	2		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN002811836 	J:265628 	
MGI:95727	Gli1	GLI-Kruppel family member GLI1	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000456649 	J:265628 	
MGI:95727	Gli1	GLI-Kruppel family member GLI1	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:121411 	
MGI:95728	Gli2	GLI-Kruppel family member GLI2	1		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:111401 	
MGI:95728	Gli2	GLI-Kruppel family member GLI2	1		DNA-binding transcription factor activity			IDA		J:111401 	
MGI:95728	Gli2	GLI-Kruppel family member GLI2	1		DNA-binding transcription factor activity			ISO	P10070 	J:164563 	
MGI:95728	Gli2	GLI-Kruppel family member GLI2	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000456649 	J:265628 	
MGI:95729	Gli3	GLI-Kruppel family member GLI3	13		DNA-binding transcription factor activity			IDA		J:169807 	
MGI:95729	Gli3	GLI-Kruppel family member GLI3	13		DNA-binding transcription factor activity			ISO	P10071 	J:164563 	
MGI:95729	Gli3	GLI-Kruppel family member GLI3	13		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000456649 	J:265628 	
MGI:2386723	Glis1	GLIS family zinc finger 1	4		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:78620 	
MGI:2386723	Glis1	GLIS family zinc finger 1	4		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000456649 	J:265628 	
MGI:2386723	Glis1	GLIS family zinc finger 1	4		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:78620 	
MGI:1932535	Glis2	GLIS family zinc finger 2	16		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:168705 	
MGI:1932535	Glis2	GLIS family zinc finger 2	16		DNA-binding transcription factor activity			ISS		J:67967 	
MGI:1932535	Glis2	GLIS family zinc finger 2	16		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001803442 	J:265628 	
MGI:2444289	Glis3	GLIS family zinc finger 3	19		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:173035 	
MGI:2444289	Glis3	GLIS family zinc finger 3	19		DNA-binding transcription factor activity			IDA		J:88430 	
MGI:2444289	Glis3	GLIS family zinc finger 3	19		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000456649 	J:265628 	
MGI:2444289	Glis3	GLIS family zinc finger 3	19		DNA-binding transcription repressor activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:173035 	
MGI:2444289	Glis3	GLIS family zinc finger 3	19		DNA-binding transcription repressor activity, RNA polymerase II-specific	happens near SO:0001952		IMP		J:173035 	
MGI:1913318	Glmp	glycosylated lysosomal membrane protein	3		DNA-binding transcription factor activity			ISO	Q8WWB7 	J:164563 	
MGI:3780549	Gm2381	predicted gene 2381	7		DNA-binding transcription factor activity			IBA	PTN002811104 	J:265628 	
MGI:3781781	Gm3604	predicted gene 3604	13		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:3782026	Gm3854	predicted gene 3854	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004701291 	J:265628 	
MGI:3782026	Gm3854	predicted gene 3854	7		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN001226166 	J:265628 	
MGI:3644409	Gm4767	predicted gene 4767	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:3643133	Gm4924	predicted gene 4924	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004701291 	J:265628 	
MGI:3643133	Gm4924	predicted gene 4924	10		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN001226166 	J:265628 	
MGI:3645498	Gm4981	predicted gene 4981	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002388561 	J:265628 	
MGI:3779466	Gm5141	predicted gene 5141	13		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:3646467	Gm5294	predicted gene 5294	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000930906 	J:265628 	
MGI:3643456	Gm6871	predicted gene 6871	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:3648314	Gm7072	predicted gene 7072	17		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:3648947	Gm7145	predicted gene 7145	1		DNA-binding transcription factor activity			IBA	PTN002812688 	J:265628 	
MGI:3643023	Gm9376	predicted gene 9376	14		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN000180816 	J:265628 	
MGI:3642815	Gm10139	predicted gene 10139	13		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004701291 	J:265628 	
MGI:3642815	Gm10139	predicted gene 10139	13		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN001226166 	J:265628 	
MGI:3704470	Gm10226	predicted gene 10226	17		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:3642406	Gm10324	predicted gene 10324	13		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:3642046	Gm10770	predicted gene 10770	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004701291 	J:265628 	
MGI:3642046	Gm10770	predicted gene 10770	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN001226166 	J:265628 	
MGI:3704404	Gm10772	predicted gene 10772	13		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004701291 	J:265628 	
MGI:3704404	Gm10772	predicted gene 10772	13		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN001226166 	J:265628 	
MGI:3779227	Gm11009	predicted gene 11009	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001972500 	J:265628 	
MGI:3651534	Gm12258	predicted gene 12258	11		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:3651014	Gm13212	predicted gene 13212	4		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN004700594 	J:265628 	
MGI:3652002	Gm14124	predicted gene 14124	2		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN004700594 	J:265628 	
MGI:3836251	Gm14139	predicted gene 14139	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:3709624	Gm14295	predicted gene 14295	2		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN004700594 	J:265628 	
MGI:3652185	Gm14322	predicted gene 14322	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004701291 	J:265628 	
MGI:3652185	Gm14322	predicted gene 14322	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN001226166 	J:265628 	
MGI:3702875	Gm14325	predicted gene 14325	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004701291 	J:265628 	
MGI:3702875	Gm14325	predicted gene 14325	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN001226166 	J:265628 	
MGI:3709324	Gm14391	predicted gene 14391	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004701291 	J:265628 	
MGI:3709324	Gm14391	predicted gene 14391	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN001226166 	J:265628 	
MGI:3650082	Gm14399	predicted gene 14399	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:3650075	Gm14401	predicted gene 14401	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001972500 	J:265628 	
MGI:3649813	Gm14403	predicted gene 14403	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002354498 	J:265628 	
MGI:3651910	Gm14408	predicted gene 14408	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001972500 	J:265628 	
MGI:3649811	Gm14409	predicted gene 14409	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002354498 	J:265628 	
MGI:3652251	Gm14412	predicted gene 14412	2		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN004700594 	J:265628 	
MGI:3702408	Gm14418	predicted gene 14418	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:3702417	Gm14434	predicted gene 14434	2		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN002811836 	J:265628 	
MGI:3652324	Gm14443	predicted gene 14443	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002354498 	J:265628 	
MGI:3652325	Gm14444	predicted gene 14444	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001972500 	J:265628 	
MGI:3709333	Gm15446	predicted gene 15446	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:4937894	Gm17067	predicted gene 17067	7		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN004702374 	J:265628 	
MGI:4937289	Gm17655	predicted gene, 17655	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002354498 	J:265628 	
MGI:5012150	Gm19965	predicted gene, 19965	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002810793 	J:265628 	
MGI:5141887	Gm20422	predicted gene 20422	8		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001972500 	J:265628 	
MGI:5434415	Gm21060	predicted gene, 21060	19		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004701291 	J:265628 	
MGI:5434415	Gm21060	predicted gene, 21060	19		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN001226166 	J:265628 	
MGI:5439751	Gm21994	predicted gene 21994	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004701291 	J:265628 	
MGI:5439751	Gm21994	predicted gene 21994	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN001226166 	J:265628 	
MGI:5578874	Gm28168	predicted gene 28168	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004701291 	J:265628 	
MGI:5578874	Gm28168	predicted gene 28168	1		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN001226166 	J:265628 	
MGI:5578936	Gm28230	predicted gene 28230	2		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN002518650 	J:265628 	
MGI:5579066	Gm28360	predicted gene 28360	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004701291 	J:265628 	
MGI:5579066	Gm28360	predicted gene 28360	1		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN001226166 	J:265628 	
MGI:5579069	Gm28363	predicted gene 28363	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004701291 	J:265628 	
MGI:5579069	Gm28363	predicted gene 28363	1		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN001226166 	J:265628 	
MGI:5579263	Gm28557	predicted gene 28557	13		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007798770 	J:265628 	
MGI:5579812	Gm29106	predicted gene 29106	1		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN004700594 	J:265628 	
MGI:5591846	Gm32687	predicted gene, 32687	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002810938 	J:265628 	
MGI:5594474	Gm35315	predicted gene, 35315	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002354498 	J:265628 	
